,PPI_partner.Gene,PPI_partner.ORF,Ortholog.Species,State,PPI.NA,Ortholog.GeneA,Ortholog.GeneB,Ortholog.GeneAnc,PPI.Ortholog.GeneA,PPI.Ortholog.GeneB,PPI.Ortholog.Anc,PPI.A_div_B,PPI.Scer,PPI.Vehicle,MaxPPI,AvePPI,RelPPI,RelPPIMax
682,YLR257W,YLR257W,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,31009,16921.75,NA,1.832493684,5488.75,2584.5,31009,23965.375,4.36627192,5.64955591
213,YHR007C,ERG11,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3668.5,5045.25,NA,0.727119568,6614,3754,5045.25,4356.875,0.658735259,0.762813728
214,YHR007C,ERG11,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,2084.5,9986,NA,0.208742239,6614,3754,9986,6035.25,0.91249622,1.509827638
215,YHR007C,ERG11,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5306.75,3714.75,NA,1.428561814,6614,3754,5306.75,4510.75,0.682000302,0.802351073
216,YHR007C,ERG11,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,6358.75,11413.75,NA,0.557113131,6614,3754,11413.75,8886.25,1.343551557,1.725695494
217,YGL195W,GCN1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,716,8960,NA,0.079910714,6084.25,4558,8960,4838,0.795167851,1.472654805
218,YGL195W,GCN1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,4612.75,4983.75,NA,0.925558064,6084.25,4558,4983.75,4798.25,0.788634589,0.819123146
219,YGL195W,GCN1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5628.75,9529.25,NA,0.590681323,6084.25,4558,9529.25,7579,1.245675309,1.56621605
86,YJL060W,BNA3,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,30723.75,12303,NA,2.497256767,8367.5,2312.75,30723.75,21513.375,2.571063639,3.671795638
221,YGL195W,GCN1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5144.5,9491,NA,0.542039827,6084.25,4558,9491,7317.75,1.202736574,1.559929326
222,YGL195W,GCN1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5873,4039.25,NA,1.453982794,6084.25,4558,5873,4956.125,0.814582734,0.965279205
223,YGL195W,GCN1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,11887.25,4644,NA,2.559700689,6084.25,4558,11887.25,8265.625,1.358528167,1.953774089
224,YDR152W,GIR2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2414.25,3064.5,NA,0.787812041,5960.5,5870.5,3064.5,2739.375,0.459588122,0.51413472
225,YDR152W,GIR2,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3190.25,6473,NA,0.492854936,5960.5,5870.5,6473,4831.625,0.810607332,1.08598272
226,YDR152W,GIR2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5357.75,6919,NA,0.77435323,5960.5,5870.5,6919,6138.375,1.029842295,1.160808657
58,YER036C,ARB1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,29270.75,22327.25,NA,1.310987694,6346.25,4291.5,29270.75,25799,4.065235375,4.612290723
228,YDR152W,GIR2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4716.5,5799.5,NA,0.813259764,5960.5,5870.5,5799.5,5258,0.88214076,0.972988843
229,YDR152W,GIR2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5378,3495,NA,1.538769671,5960.5,5870.5,5378,4436.5,0.744316752,0.902273299
230,YDR152W,GIR2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,7888.5,4426.25,NA,1.782208416,5960.5,5870.5,7888.5,6157.375,1.033029947,1.323462797
231,YER020W,GPA2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,13385.25,24503.75,NA,0.546253125,12760.5,5092.5,24503.75,18944.5,1.484620509,1.920281337
232,YER020W,GPA2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5197.5,30773.75,NA,0.168893944,12760.5,5092.5,30773.75,17985.625,1.40947651,2.411641393
233,YER020W,GPA2,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4730,30357.5,NA,0.155809932,12760.5,5092.5,30357.5,17543.75,1.374848164,2.379021198
234,YER020W,GPA2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2611,16270.25,NA,0.160476944,12760.5,5092.5,16270.25,9440.625,0.739831903,1.275048
235,YER020W,GPA2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,23985,5183.25,NA,4.627405585,12760.5,5092.5,23985,14584.125,1.14291172,1.879628541
464,YDL204W,RTN2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,28187,2335.75,NA,12.06764423,3569,5184.5,28187,15261.375,4.276092743,7.897730457
237,YER020W,GPA2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,28098.5,5476,NA,5.131208912,12760.5,5092.5,28098.5,16787.25,1.315563653,2.201990518
238,YNL281W,HCH1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4725,6272.75,NA,0.75325814,5949.75,5291.5,6272.75,5498.875,0.924219505,1.054287995
239,YNL281W,HCH1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,5391.5,15725.75,NA,0.342845333,5949.75,5291.5,15725.75,10558.625,1.774633388,2.643094248
240,YNL281W,HCH1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4271.75,3765.25,NA,1.13451962,5949.75,5291.5,4271.75,4018.5,0.67540653,0.717971343
241,YNL281W,HCH1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,380.5,5912.75,NA,0.064352459,5949.75,5291.5,5912.75,3146.625,0.528866759,0.993781251
242,YNL281W,HCH1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5579.25,4794,NA,1.163798498,5949.75,5291.5,5579.25,5186.625,0.871738308,0.937728476
243,YNL281W,HCH1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2489.75,6483,NA,0.384042881,5949.75,5291.5,6483,4486.375,0.754044288,1.089625615
507,YBL007C,SLA1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,27636.25,25653,NA,1.077310646,11491.75,5609,27636.25,26644.625,2.318587247,2.404877412
245,YGL077C,HNM1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4547.25,12028,NA,0.378055371,5609.75,4361.25,12028,8287.625,1.477360845,2.14412407
202,YDR385W,EFT2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,26154.25,8881.5,NA,2.944800991,6138,4778,26154.25,17517.875,2.854003747,4.261037797
247,YGL077C,HNM1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4102,10971,NA,0.373894814,5609.75,4361.25,10971,7536.5,1.343464504,1.955702126
248,YGL077C,HNM1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,13417.75,3691.75,NA,3.634522923,5609.75,4361.25,13417.75,8554.75,1.524978831,2.391862382
249,YGL077C,HNM1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6359,2110.25,NA,3.013387039,5609.75,4361.25,6359,4234.625,0.754868755,1.133562102
250,YGL077C,HNM1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5047.75,12859.75,NA,0.392523183,5609.75,4361.25,12859.75,8953.75,1.596104996,2.292392709
251,YGL077C,HNM1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3463.25,4495,NA,0.770467186,5609.75,4361.25,4495,3979.125,0.709323054,0.80128348
252,YPL204W,HRR25,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,6053.5,4469,NA,1.354553591,7159.75,5773.25,6053.5,5261.25,0.73483711,0.845490415
253,YPL204W,HRR25,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5892.25,8772.25,NA,0.671691983,7159.75,5773.25,8772.25,7332.25,1.02409302,1.225217361
102,YPL111W,CAR1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,26082.75,13204,NA,1.975367313,5178,NA,26082.75,19643.375,3.793622055,5.037224797
255,YPL204W,HRR25,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5660.5,5065.5,NA,1.117461258,7159.75,5773.25,5660.5,5363,0.7490485,0.79060023
256,YPL204W,HRR25,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3467.75,4070.75,NA,0.851870049,7159.75,5773.25,4070.75,3769.25,0.526449946,0.568560355
257,YPL204W,HRR25,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5040.25,6747,NA,0.74703572,7159.75,5773.25,6747,5893.625,0.823160725,0.942351339
258,YPL204W,HRR25,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3646.5,6002.5,NA,0.607496876,7159.75,5773.25,6002.5,4824.5,0.673836377,0.838367261
259,YDR171W,HSP42,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5119.75,8238.25,NA,0.621460869,6249,4721.25,8238.25,6679,1.06881101,1.318330933
293,YOR181W,LAS17,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,25157.75,1927.75,NA,13.05031773,3493.75,250.5,25157.75,13542.75,3.87627907,7.20078712
261,YDR171W,HSP42,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,4701.75,4287,NA,1.096745976,6249,4721.25,4701.75,4494.375,0.719215074,0.752400384
262,YDR171W,HSP42,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,13581.25,1996.25,NA,6.80338134,6249,4721.25,13581.25,7788.75,1.246399424,2.173347736
263,YDR171W,HSP42,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,1351.5,4530.25,NA,0.298327907,6249,4721.25,4530.25,2940.875,0.470615298,0.724955993
264,YDR171W,HSP42,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3961,6441,NA,0.61496662,6249,4721.25,6441,5201,0.832293167,1.030724916
265,YDR171W,HSP42,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4596.75,12198,NA,0.376844565,6249,4721.25,12198,8397.375,1.343795007,1.951992319
266,YML058W-A,HUG1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,42046,16932.5,NA,2.483153699,16121.25,6563.75,42046,29489.25,1.829216097,2.608110413
267,YML058W-A,HUG1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,4053,22921.5,NA,0.176820889,16121.25,6563.75,22921.5,13487.25,0.836613166,1.421819028
268,YML058W-A,HUG1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,12689.25,39037,NA,0.325056997,16121.25,6563.75,39037,25863.125,1.604287819,2.421462356
269,YML058W-A,HUG1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5757.25,43141.75,NA,0.133449617,16121.25,6563.75,43141.75,24449.5,1.51660076,2.676079708
270,YML058W-A,HUG1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3986,35047.25,NA,0.113732176,16121.25,6563.75,35047.25,19516.625,1.210614872,2.173978445
281,YJL153C,INO1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,24740.75,11391.75,NA,2.171812935,13396,1669.5,24740.75,18066.25,1.348630188,1.846875933
272,YML058W-A,HUG1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,21570.25,9355.75,NA,2.305560751,16121.25,6563.75,21570.25,15463,0.959168799,1.338001086
630,YEL013W,VAC8,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,22748.75,16741.75,NA,1.35880359,8753,3073.5,22748.75,19745.25,2.255826574,2.598966069
274,YLR384C,IKI3,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6092.75,4786.25,NA,1.272969444,6535,5845.5,6092.75,5439.5,0.832364193,0.932325937
275,YLR384C,IKI3,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5560,5598.75,NA,0.993078812,6535,5845.5,5598.75,5579.375,0.853768171,0.856732976
276,YLR384C,IKI3,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,5077.25,6002.75,NA,0.845820666,6535,5845.5,6002.75,5540,0.847742923,0.91855394
277,YLR384C,IKI3,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4858.5,5969.75,NA,0.813853176,6535,5845.5,5969.75,5414.125,0.828481255,0.913504208
278,YLR384C,IKI3,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,5193.5,5815.5,NA,0.89304445,6535,5845.5,5815.5,5504.5,0.842310635,0.889900536
279,YLR384C,IKI3,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,6041.25,6302.5,NA,0.958548195,6535,5845.5,6302.5,6171.875,0.944433818,0.964422341
280,YJL153C,INO1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,7098.25,21653.75,NA,0.327806962,13396,1669.5,21653.75,14376,1.073156166,1.61643401
346,YMR109W,MYO5,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,21887.75,779.5,NA,28.07921745,370.5,NA,21887.75,11333.625,30.59008097,59.07624831
282,YJL153C,INO1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,18644.5,17064.75,NA,1.092573873,13396,1669.5,18644.5,17854.625,1.332832562,1.391796059
283,YJL153C,INO1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,390,18992.25,NA,0.020534692,13396,1669.5,18992.25,9691.125,0.723434234,1.4177553
284,YJL153C,INO1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,15514.75,8429,NA,1.840639459,13396,1669.5,15514.75,11971.875,0.893690281,1.158162884
285,YJL153C,INO1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4513,16807.25,NA,0.268515075,13396,1669.5,16807.25,10660.125,0.795769259,1.25464691
286,YPL145C,KES1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,13314.5,3845.25,NA,3.462583707,6943.25,6346.25,13314.5,8579.875,1.235714543,1.91761783
287,YPL145C,KES1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,1868,3866.25,NA,0.483155512,6943.25,6346.25,3866.25,2867.125,0.412937025,0.556835776
288,YPL145C,KES1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5041.25,12475,NA,0.404108216,6943.25,6346.25,12475,8758.125,1.261386959,1.796709034
289,YPL145C,KES1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4672.75,10607.75,NA,0.440503406,6943.25,6346.25,10607.75,7640.25,1.100385266,1.527778778
290,YPL145C,KES1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5572.5,2950.25,NA,1.888822981,6943.25,6346.25,5572.5,4261.375,0.613743564,0.802578043
291,YPL145C,KES1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,1,10447.75,NA,9.57E-05,6943.25,6346.25,10447.75,5224.375,0.75243942,1.504734814
190,YFR044C,DUG1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,21827,13094,NA,1.666946693,8662,4714,21827,17460.5,2.015758485,2.519856846
188,YDR068W,DOS2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,21730.5,17031.25,NA,1.275919266,8460.5,5507,21730.5,19380.875,2.290748183,2.568465221
294,YOR181W,LAS17,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,10537.5,1386.5,NA,7.600072124,3493.75,250.5,10537.5,5962,1.70647585,3.016100179
295,YOR181W,LAS17,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,328.5,10403.25,NA,0.031576671,3493.75,250.5,10403.25,5365.875,1.535849732,2.977674419
296,YOR181W,LAS17,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,6688,11764,NA,0.568514111,3493.75,250.5,11764,9226,2.640715564,3.367155635
297,YOR181W,LAS17,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,4589.25,1,NA,4589.25,3493.75,250.5,4589.25,2295.125,0.656923077,1.313559928
298,YOR181W,LAS17,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3459.75,10093,NA,0.34278708,3493.75,250.5,10093,6776.375,1.939570662,2.888872987
299,YFR024C-A,LSB3,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,766,2407.5,NA,0.318172378,4705.5,62.5,2407.5,1586.75,0.337211773,0.51163532
567,YOR027W,STI1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,20842.25,12104.25,NA,1.721895202,8828.5,2882.25,20842.25,16473.25,1.8659172,2.360791754
301,YFR024C-A,LSB3,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,2409,3528.5,NA,0.682726371,4705.5,62.5,3528.5,2968.75,0.630910636,0.749867177
302,YFR024C-A,LSB3,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,3532.25,2815,NA,1.254795737,4705.5,62.5,3532.25,3173.625,0.674450112,0.750664116
303,YFR024C-A,LSB3,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,13322.25,3465.75,NA,3.843973166,4705.5,62.5,13322.25,8394,1.783869939,2.831208161
304,YFR024C-A,LSB3,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4039.75,2143.5,NA,1.884651271,4705.5,62.5,4039.75,3091.625,0.657023696,0.858516629
305,YLR438C-A,LSM3,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,2629,15651.25,NA,0.167973804,14718.5,5633,15651.25,9140.125,0.620995686,1.063372626
306,YLR438C-A,LSM3,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4317.5,9098.75,NA,0.47451573,14718.5,5633,9098.75,6708.125,0.455761457,0.618184598
307,YLR438C-A,LSM3,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,4648.5,4700.25,NA,0.988989947,14718.5,5633,4700.25,4674.375,0.317585012,0.319343004
308,YLR438C-A,LSM3,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,9043.25,5349.75,NA,1.690406094,14718.5,5633,9043.25,7196.5,0.488942487,0.614413833
309,YLR438C-A,LSM3,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5425.25,11795.25,NA,0.459952099,14718.5,5633,11795.25,8610.25,0.584995074,0.801389408
310,YLR438C-A,LSM3,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6867,2795.5,NA,2.456447863,14718.5,5633,6867,4831.25,0.328243367,0.466555695
151,YNL041C,COG6,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,20725.75,27601,NA,0.750905764,8317.25,1581.25,27601,24163.375,2.905212059,3.318524753
646,YGR020C,VMA7,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,19822.5,13496,NA,1.468768524,8358.25,4739,19822.5,16659.25,1.99315048,2.371608889
313,YDR378C,LSM6,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,25046.5,4049.75,NA,6.184702759,11070.75,3856.75,25046.5,14548.125,1.314104735,2.26240318
314,YDR378C,LSM6,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,2656.75,24790.75,NA,0.107166988,11070.75,3856.75,24790.75,13723.75,1.239640494,2.239301764
315,YDR378C,LSM6,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4322.75,20170,NA,0.214315816,11070.75,3856.75,20170,12246.375,1.106191992,1.821918118
559,YBR169C,SSE2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,19539,6665,NA,2.931582896,7164.25,4748.5,19539,13102,1.828802736,2.727291761
317,YKR007W,MEH1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,13266,659.25,NA,20.12286689,2745.25,3407,13266,6962.625,2.536244422,4.832346781
318,YKR007W,MEH1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,369,5456.25,NA,0.067628866,2745.25,3407,5456.25,2912.625,1.060968946,1.987523905
319,YKR007W,MEH1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4585.5,9110.5,NA,0.503320345,2745.25,3407,9110.5,6848,2.494490484,3.31864129
320,YKR007W,MEH1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,1698.25,8177.25,NA,0.207679843,2745.25,3407,8177.25,4937.75,1.798652217,2.978690465
321,YKR007W,MEH1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6659.5,1,NA,6659.5,2745.25,3407,6659.5,3330.25,1.213095347,2.425826427
322,YLR332W,MID2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4452.75,37895.5,NA,0.117500759,8972.5,4430,37895.5,21174.125,2.359891335,4.2235163
323,YLR332W,MID2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,830.75,19025.25,NA,0.043665655,8972.5,4430,19025.25,9928,1.106492059,2.120395653
324,YLR332W,MID2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,11108,33169,NA,0.334891013,8972.5,4430,33169,22138.5,2.467372527,3.696740039
433,YFR051C,RET2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,19325.25,13489.25,NA,1.432640807,6006.25,5134.75,19325.25,16407.25,2.73169615,3.217523413
326,YLR332W,MID2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,42437.75,1629.5,NA,26.04341823,8972.5,4430,42437.75,22033.625,2.455684035,4.729757593
327,YLR332W,MID2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,20123.25,9156.25,NA,2.197761092,8972.5,4430,20123.25,14639.75,1.631624408,2.242769574
328,YKR080W,MTD1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,58610,24781.75,NA,2.365046859,20063.75,NA,58610,41695.875,2.078169584,2.921188711
212,YHR007C,ERG11,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,18601.25,4900.5,NA,3.795786144,6614,3754,18601.25,11750.875,1.776666919,2.812405503
330,YKR080W,MTD1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,31470.75,15971.25,NA,1.97046255,20063.75,NA,31470.75,23721,1.182281478,1.568537786
331,YKR080W,MTD1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,10285,55959.75,NA,0.183792815,20063.75,NA,55959.75,33122.375,1.650856644,2.789097253
292,YPL145C,KES1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,18397,8665.75,NA,2.122955313,6943.25,6346.25,18397,13531.375,1.948853203,2.649623735
333,YGR055W,MUP1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,3627.25,3677,NA,0.986469948,5212.25,3817.75,3677,3652.125,0.700681088,0.705453499
334,YGR055W,MUP1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4672.75,4679.25,NA,0.998610888,5212.25,3817.75,4679.25,4676,0.897117368,0.897740899
335,YGR055W,MUP1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,2857.25,3387.5,NA,0.843468635,5212.25,3817.75,3387.5,3122.375,0.599045518,0.649911267
336,YOR326W,MYO2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5813.5,5570,NA,1.043716338,4434,NA,5813.5,5691.75,1.283660352,1.311118629
136,YER157W,COG3,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,18376.75,18096.5,NA,1.01548642,7790.25,2547.75,18376.75,18236.625,2.34095504,2.358942268
338,YOR326W,MYO2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,2010.5,62.5,NA,32.168,4434,NA,2010.5,1036.5,0.23376184,0.453428056
339,YOR326W,MYO2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,2148,1957,NA,1.097598365,4434,NA,2148,2052.5,0.462900316,0.48443843
340,YKL129C,MYO3,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,65,9864.75,NA,0.006589118,2910,0,9864.75,4964.875,1.706142612,3.389948454
341,YKL129C,MYO3,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4805.75,10349.25,NA,0.464357321,2910,0,10349.25,7577.5,2.60395189,3.556443299
342,YKL129C,MYO3,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,4173.75,1,NA,4173.75,2910,0,4173.75,2087.375,0.717310997,1.434278351
343,YKL129C,MYO3,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3196.5,10449.25,NA,0.305907123,2910,0,10449.25,6822.875,2.344630584,3.59080756
344,YKL129C,MYO3,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,374.5,3078,NA,0.121669916,2910,0,3078,1726.25,0.593213058,1.057731959
345,YMR109W,MYO5,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,2048.75,10929.75,NA,0.187447105,370.5,NA,10929.75,6489.25,17.5148448,29.5
155,YOR042W,CUE5,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,18066.5,14734.75,NA,1.226115136,3703,524,18066.5,16400.625,4.429010262,4.878881988
347,YMR109W,MYO5,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,8744.5,666.5,NA,13.12003001,370.5,NA,8744.5,4705.5,12.70040486,23.60188934
348,YMR109W,MYO5,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4848,11507.5,NA,0.421290463,370.5,NA,11507.5,8177.75,22.07219973,31.05937922
349,YMR080C,NAM7,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,1613.5,1917.5,NA,0.841460235,5288,3887.25,1917.5,1765.5,0.333869138,0.362613464
350,YMR080C,NAM7,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4785,560.5,NA,8.537020517,5288,3887.25,4785,2672.75,0.505436838,0.904878971
351,YMR080C,NAM7,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,254.5,6413,NA,0.039685015,5288,3887.25,6413,3333.75,0.630436838,1.21274584
352,YMR080C,NAM7,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,249,4612.5,NA,0.05398374,5288,3887.25,4612.5,2430.75,0.459672844,0.872257943
353,YMR080C,NAM7,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,3906,2394.75,NA,1.631067961,5288,3887.25,3906,3150.375,0.595759266,0.738653555
445,YBR052C,RFS1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,17773.25,10572.75,NA,1.681043248,7043.25,6159.75,17773.25,14173,2.012281262,2.523444433
355,YKR048C,NAP1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,62.5,195.75,NA,0.319284802,2908.75,2417,195.75,129.125,0.044391921,0.067296949
356,YKR048C,NAP1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5657,9248,NA,0.611699827,2908.75,2417,9248,7452.5,2.562097121,3.179372583
357,YKR048C,NAP1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,8793,1949,NA,4.511544382,2908.75,2417,8793,5371,1.846497636,3.022948002
169,YMR173W,DDR48,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,17438.5,6683,NA,2.609382014,8831.25,5433,17438.5,12060.75,1.365690021,1.974635527
359,YKR048C,NAP1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,4787.75,3886,NA,1.232050952,2908.75,2417,4787.75,4336.875,1.490975505,1.645981951
360,YKR048C,NAP1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4644,6608,NA,0.702784504,2908.75,2417,6608,5626,1.93416416,2.271766223
361,YIR006C,PAN1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,63654,95969.5,NA,0.663273227,51756.25,4707.5,95969.5,79811.75,1.542069798,1.854259147
362,YIR006C,PAN1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,73456.5,6197.5,NA,11.85260186,51756.25,4707.5,73456.5,39827,0.769510929,1.419277865
